Rank,Extension_ID,Total_Risk_Score,Risk_Level,Permission_Risk,Host_Risk,User_Factor,Rating_Factor,User_Count,Rating,Review_Count,Host_Permissions_Count,Risky_Permissions_Count,Additional_Flags
8500,heeikiohkfkolhmdodhcjdklofmhmmhn,43.0,Critical,12,30,1.5,-0.5,100000,4.132963988919667,361,3,3,Content Scripts; Web Accessible Resources
8501,kccajphaffpdfjhgcbccfmcpbgogbknh,43.0,Critical,21,20,1.0,1.0,30000,5.0,0,2,4,Content Scripts; Web Accessible Resources
8502,dbgphocknfobodpbbgmeigafealmffni,43.0,Critical,32,10,0.0,1.0,9,5.0,1,1,6,Web Accessible Resources
8503,acdhblfdbgcjkgkljglebhbnpmnnmnei,43.0,Critical,22,20,0.0,1.0,20,5.0,1,2,4,Content Scripts
8504,ccdpnjompopbichhdoejnbmjomcnaccj,43.0,Critical,22,20,0.0,1.0,63,5.0,1,2,4,Content Scripts
8505,ghilahcpnkaihaahjdgnhnjpgaohmkgc,43.0,Critical,26,16,0.0,1.0,130,5.0,0,2,4,Web Accessible Resources
8506,hopaeecejkegmkfngjdfkdmjdfglagbf,43.0,Critical,26,16,0.0,1.0,3,5.0,0,3,4,Content Scripts
8507,nelollklgdnjnjofajapomfmogcibema,43.0,Critical,28,14,0.0,1.0,107,5.0,2,2,8,
8508,fblcgbgjfhakpdloigalmfjefaejipmh,43.0,Critical,18,24,0.0,1.0,42,5.0,0,3,4,Content Scripts; Web Accessible Resources
8509,kkfikjdhbphaikdchcfgcpphfkfnjhel,43.0,Critical,10,32,0.0,1.0,1,5.0,0,6,2,Content Scripts; Web Accessible Resources
8510,hkojmgpehoebcaokbgdaadmeddbpcjci,43.0,Critical,10,32,0.0,1.0,54,5.0,0,5,2,Content Scripts; Web Accessible Resources
8511,ikpafcgehlnmbnlmjoihcfefckfpnmdi,43.0,Critical,22,20,0.0,1.0,2,5.0,0,2,4,Content Scripts; Web Accessible Resources
8512,hloodljaecfcaoipepjkipfbmkfkehgp,43.0,Critical,26,16,0.0,1.0,241,5.0,0,2,5,Web Accessible Resources
8513,ojbhemodffdodgnmcknipmdeglpoofcd,43.0,Critical,32,10,0.0,1.0,0,5.0,0,1,8,Externally Connectable; Content Scripts; Web Accessible Resources
8514,jjamjdcplblidepbbgkmlfdobljgbblc,43.0,Critical,18,24,0.0,1.0,79,4.333333333333333,6,3,4,Content Scripts; Web Accessible Resources
8515,lmpfkgigdbnbdopkpeippmadlchmkphi,43.0,Critical,12,30,1.0,0.0,20000,4.636363636363637,55,3,3,Content Scripts
8516,nnjejijoopnfgolmbmajjidnjmknilhj,43.0,Critical,2,40,0.0,1.0,467,5.0,3,5,1,Content Scripts; Web Accessible Resources
8517,goiefagigfcjliblpgjlaajcegbdgepj,43.0,Critical,22,20,0.0,1.0,0,5.0,1,2,3,
8518,iafnlncjbfddokikkjjclbfoafbghcnm,43.0,Critical,4,38,0.0,1.0,325,5.0,1,19,2,Externally Connectable; Content Scripts; Web Accessible Resources
8519,minkdoblmigjbkhiljpmbjanpeckgbnp,43.0,Critical,2,40,0.0,1.0,30,5.0,1,6,1,Content Scripts
8520,bbaehkilcijapnkcmbfpbipeplbdfacn,43.0,Critical,20,22,0.0,1.0,4,5.0,0,3,3,Content Scripts; Web Accessible Resources
8521,jlimilopohigpkmelhkdnjligdfiifko,43.0,Critical,22,20,0.0,1.0,16,5.0,0,2,3,Web Accessible Resources
8522,mpkdockaemlcpbgooakhcnmefflaeiph,43.0,Critical,22,20,0.0,1.0,0,5.0,0,2,3,Content Scripts; Web Accessible Resources
8523,lmebkffaoapaefjdakoneopgojmgepdm,43.0,Critical,26,16,0.0,1.0,223,5.0,2,2,4,Content Scripts
8524,djkhehmldgelembbhffmjijchkifimoj,43.0,Critical,18,24,0.0,1.0,17,5.0,0,3,3,Web Accessible Resources
8525,fmmmnjebkgfeoceikjeopaloojfemaei,43.0,Critical,22,20,0.0,1.0,2,5.0,1,2,4,
8526,odagghanpljehbffdaiafnbjmhlfmknj,43.0,Critical,22,20,0.0,1.0,20,5.0,3,2,4,
8527,ogpglbcanicnfjgmjlccgjimkiehdefo,43.0,Critical,22,20,0.0,1.0,3,5.0,1,2,5,
8528,kmpanchfjndhbcmpfiekpfhmkconjabe,43.0,Critical,22,20,0.0,1.0,3,5.0,1,2,4,
8529,higjmgnbfahkefdnlkmjbmceaolknpkk,43.0,Critical,32,10,0.0,1.0,121,4.666666666666667,6,1,7,
8530,ipbndnchcohcdddecocielghdlkfhjgb,43.0,Critical,42,0,0.0,1.0,741,5.0,2,0,6,Content Scripts
8531,aiafbdhnenhghnabhmapccglgpaddipo,43.0,Critical,26,16,0.0,1.0,34,5.0,2,2,5,Content Scripts
8532,ohmnkldmidlfaohhncebgakkgoiheand,43.0,Critical,42,0,0.0,1.0,257,5.0,1,0,6,Web Accessible Resources
8533,ilcnhlhhihkgdalgbamgmkjopglachol,43.0,Critical,22,20,0.0,1.0,0,5.0,0,2,4,Content Scripts; Web Accessible Resources
8534,fgnlpfmhlnhfmlokjlhjmflokbblalee,43.0,Critical,18,24,0.0,1.0,35,5.0,0,3,4,Content Scripts; Web Accessible Resources
8535,amheaflekccnikjfpkcbjbbkbognlafj,43.0,Critical,28,14,0.0,1.0,5,5.0,0,2,6,Content Scripts; Web Accessible Resources
8536,dgnlgpmjgafdilamdjgapndbmlehamhl,43.0,Critical,22,20,1.0,0.0,10000,4.926470588235294,68,3,5,Content Scripts; Web Accessible Resources
8537,gnfhjgicleboihbgbpkmanifnbaeanhf,43.0,Critical,22,20,0.0,1.0,192,5.0,3,2,3,
8538,cniifghobhghnieljgdanjopjnamgfle,43.0,Critical,2,40,1.0,0.0,30000,4.277777777777778,18,5,1,Externally Connectable; Content Scripts; Web Accessible Resources
8539,jjjcmnhhhhoemaehhbhipcoammldhjip,43.0,Critical,2,40,0.0,1.0,319,4.375,8,6,1,Content Scripts
8540,gonbafimnjpccmjfnodbcamenpmpfmcj,43.0,Critical,26,16,0.0,1.0,13,5.0,3,2,5,Content Scripts
8541,gpnieenphjbjcpcdnjhnipckcldebjdf,43.0,Critical,32,10,0.0,1.0,100,4.428571428571429,7,1,7,Externally Connectable; Content Scripts; Web Accessible Resources
8542,omhjmmilocdnjgploallbdoicffjnmpl,43.0,Critical,42,0,0.0,1.0,583,5.0,0,0,6,Content Scripts
8543,dopdcakmheonlfplanpbeodjicmpalkm,43.0,Critical,32,10,0.0,1.0,590,5.0,0,1,7,Content Scripts; Web Accessible Resources
8544,mbmfbiebnedfgobpfhgannfkjcbjalop,43.0,Critical,6,36,0.0,1.0,448,2.0,2,8,3,Content Scripts; Web Accessible Resources
8545,nnjokgfpoecefilcbmcinacgmefmdabl,43.0,Critical,37,6,0.0,0.0,400,5.0,23,2,6,Content Scripts; Web Accessible Resources
8546,oipinngfnoamakdajlmkcbggiocmijlf,43.0,Critical,40,2,0.0,1.0,0,5.0,0,1,15,
8547,ilagjigpfgmdnllnegbglpkohojkinlh,43.0,Critical,22,20,0.0,1.0,50,5.0,0,2,3,Content Scripts
8548,glgglochdmllbnlmbmpeihkkljgabhng,43.0,Critical,34,8,0.0,1.0,30,5.0,0,2,6,Content Scripts; Web Accessible Resources
8549,klenhgdmckcmcjehkadmcbaihdhpmkie,43.0,Critical,10,32,0.0,1.0,0,5.0,0,4,3,Content Scripts; Web Accessible Resources
8550,cgpjppamlkibbfadgjmcchodfbhdloao,43.0,Critical,26,16,0.0,1.0,60,5.0,2,2,6,Externally Connectable
8551,bdejhojccmcpmjbecgjampkpglbikdip,43.0,Critical,34,8,0.0,1.0,2,5.0,0,2,6,
8552,oadeffmoamacgdhijcfhghabnchaggkp,43.0,Critical,38,4,0.0,1.0,222,5.0,2,1,6,Content Scripts; Web Accessible Resources
8553,gipjcdgebkeigeogbcfjnckegocnnpbd,43.0,Critical,23,20,0.0,0.0,296,4.461538461538462,13,2,4,Content Scripts; Web Accessible Resources
8554,dpmecdkallnapbbgllhdmeokbmbjjmep,43.0,Critical,26,16,0.0,1.0,10,5.0,1,2,4,Externally Connectable; Content Scripts; Web Accessible Resources
8555,ehmneimbopigfgchjglgngamiccjkijh,43.0,Critical,32,10,1.5,-0.5,300000,4.545833333333333,480,1,7,Web Accessible Resources
8556,pijpikpdpcnenapgopjdcomlbdakmlhg,43.0,Critical,18,24,0.0,1.0,41,5.0,2,6,3,Content Scripts
8557,cbedonopffggnhdeljclbbgggiokdcjh,43.0,Critical,42,0,0.0,1.0,336,5.0,6,0,6,Content Scripts
8558,ggbpnkpnpchbgnahdhnpikmldfmmkfom,43.0,Critical,22,20,0.0,1.0,42,5.0,1,2,3,
8559,fobhoebpfajnjmddmeejomondklfmpjp,43.0,Critical,14,28,0.0,1.0,30,5.0,0,5,2,
8560,oggofmipahkhfipeiojehblobmebkoec,43.0,Critical,22,20,0.0,1.0,4,5.0,3,2,3,Content Scripts; Web Accessible Resources
8561,dikodggmphahleeollllahfgnmclpeff,43.0,Critical,22,20,0.0,1.0,24,5.0,0,2,3,
8562,hagchbefoakkncjjbgdkombkgemcgfin,43.0,Critical,22,20,0.0,1.0,6,5.0,0,2,4,Web Accessible Resources
8563,joolkfmijoplolnckgdicbnijjjmhdlm,43.0,Critical,22,20,0.0,1.0,182,5.0,0,2,5,Externally Connectable; Content Scripts
8564,gllomimblbddnnmhgbdannbdifnhepjd,43.0,Critical,32,10,0.0,1.0,9,5.0,0,1,6,Content Scripts
8565,fkamanigbhmdpinnikifipiaaaodjhpc,43.0,Critical,22,20,0.0,1.0,14,5.0,1,3,6,Content Scripts; Web Accessible Resources
8566,aebjdjjodmkdnmejakflnfpkadblfmdh,43.0,Critical,26,16,0.0,1.0,175,5.0,4,3,4,Content Scripts; Web Accessible Resources
8567,gcekakpngfaehgopkomdhpggnmgjfcdn,43.0,Critical,22,20,0.0,1.0,0,5.0,0,2,4,Content Scripts
8568,ijbfalabcpkmmkacccbfgmllaeflkjmc,43.0,Critical,22,20,0.0,1.0,41,5.0,0,2,4,Content Scripts
8569,pgeeojadfdlciccapljmncmijfdadmnh,43.0,Critical,34,8,0.0,1.0,0,5.0,0,2,6,Content Scripts
8570,cebmnlammjhancocbbnfcglifgdpfejc,43.0,Critical,32,10,1.0,0.0,10000,5.0,41,1,7,Externally Connectable; Content Scripts; Web Accessible Resources
8571,efablljndhjdcdaipipfdobhaddcbcka,43.0,Critical,10,32,0.0,1.0,0,5.0,0,4,3,Content Scripts; Web Accessible Resources
8572,hphadmkjemjpmdgdinaepaaebacpomeo,43.0,Critical,42,0,0.0,1.0,2,5.0,0,0,6,Content Scripts
8573,djieljbbjapleieilkeepbalnfaikhnn,43.0,Critical,26,16,0.0,1.0,452,3.6666666666666665,6,2,5,Content Scripts; Web Accessible Resources
8574,ocpcmfmiidofonkbodpdhgddhlcmcofd,43.0,Critical,32,10,0.0,1.0,217,5.0,0,1,6,Content Scripts; Web Accessible Resources
8575,moombeodfomdpjnpocobemoiaemednkg,43.0,Critical,22,20,1.0,0.0,30000,3.671232876712329,73,2,5,Content Scripts; Web Accessible Resources
8576,djlahdpfkflehaepgohnnodmaajabdlg,43.0,Critical,32,10,0.0,1.0,290,5.0,1,1,9,Content Scripts; Web Accessible Resources
8577,jpchabmdhjllgnodjaonbhfoalegpcoh,43.0,Critical,16,26,0.0,1.0,17,5.0,2,5,4,
8578,ocnadebplhliobmboneklfjcefeaijcf,43.0,Critical,22,20,0.0,1.0,74,1.0,1,2,3,Content Scripts
8579,aiciobdkgncihgllchmjjafekailaclk,43.0,Critical,35,8,0.0,0.0,27,4.8,15,2,6,Content Scripts; Web Accessible Resources
8580,hmbkpngdlbckfceifmkcjghcglnnhheh,43.0,Critical,20,22,0.0,1.0,1,5.0,0,3,3,Web Accessible Resources
8581,jgakcobglopclonppafhfhfaajoibffh,43.0,Critical,18,24,0.0,1.0,0,5.0,0,3,3,Content Scripts; Web Accessible Resources
8582,nnmhligpbbcckgbidpmodgbjangmmkmb,43.0,Critical,34,8,0.0,1.0,4,5.0,0,1,6,
8583,kdcodgnppjkddajgcafedcgphnmcknfj,43.0,Critical,22,20,0.0,1.0,94,5.0,3,2,4,
8584,lljahghapjhdpnbehgloiajmgmimglab,43.0,Critical,18,24,0.0,1.0,41,5.0,0,3,4,Content Scripts; Web Accessible Resources
8585,dliepjhilkeflchmcmkkjkcnjfedfjfe,43.0,Critical,28,14,0.0,1.0,51,5.0,3,4,5,Content Scripts; Web Accessible Resources
8586,hncjfjedmbenoggbnhfdfikkneehocnd,43.0,Critical,34,8,0.0,1.0,36,5.0,1,2,6,Content Scripts; Web Accessible Resources
8587,bejfeflhbmfpdgfngfghkbekemnhemdn,43.0,Critical,2,40,0.0,1.0,32,5.0,0,6,1,Content Scripts
8588,knapakcfakdfceanckmppkngaojbpkng,43.0,Critical,22,20,0.0,1.0,5,5.0,0,2,3,
8589,mcpeknfamphandfkbdchcjjecgngknjc,43.0,Critical,20,22,0.0,1.0,0,5.0,1,3,3,Web Accessible Resources
8590,jokmnfpbpcahfcfbjfcpoalibbgcggao,43.0,Critical,22,20,0.0,1.0,303,3.0,2,2,4,Content Scripts
8591,lgceaaoefoccnafhogkggdahioflncof,43.0,Critical,22,20,0.0,1.0,18,5.0,1,2,3,Content Scripts; Web Accessible Resources
8592,ghdpppfcdcmehbhnidhckipjdogdaoia,43.0,Critical,32,10,0.0,1.0,991,5.0,4,1,6,Content Scripts; Web Accessible Resources
8593,ggmodjaipihokiclikcaejcpilhlchec,43.0,Critical,32,10,0.0,1.0,28,5.0,0,1,6,Content Scripts
8594,mkbgfbjaoibojobjpimpkaofckkgknhi,43.0,Critical,22,20,0.0,1.0,57,5.0,0,2,4,
8595,abcnncmnmbpldblmjmcegggfajieoflf,43.0,Critical,33,10,0.0,0.0,403,5.0,11,1,5,Content Scripts
8596,kgmbbnfpmndffkglinchlfagmkimnjgd,43.0,Critical,22,20,0.0,1.0,257,5.0,1,2,4,
8597,dgfiagbhjohooplhfhkafbeofnclclik,43.0,Critical,22,20,0.0,1.0,4,5.0,0,4,4,Content Scripts
8598,kicleokmdmikgahjioimihicahhbpfba,43.0,Critical,32,10,0.0,1.0,26,5.0,2,1,8,Content Scripts; Web Accessible Resources
8599,bbhkekepmoleoepmaamimfcdemmndeoo,43.0,Critical,42,0,0.0,1.0,17,5.0,1,0,7,Content Scripts
8600,aeidadjdhppdffggfgjpanbafaedankd,43.0,Critical,28,14,1.5,-0.5,300000,4.414985590778098,347,2,5,Content Scripts; Web Accessible Resources
8601,lgjeeiiekpfdclphnjjbjbcchdhkgepb,43.0,Critical,22,20,0.0,1.0,116,5.0,2,2,5,
8602,fbknclggablimniljmehmhdmifpfpcop,43.0,Critical,2,40,1.0,0.0,10000,4.476190476190476,21,5,1,Content Scripts
8603,cjmkcpkchcicmelccfalnpfclncihejk,43.0,Critical,22,20,0.0,1.0,108,5.0,1,2,4,Content Scripts; Web Accessible Resources
8604,cjpmpjddogcacgckmamjhmjlflfjikdh,43.0,Critical,32,10,1.0,0.0,10000,3.25,28,1,6,Content Scripts; Web Accessible Resources
8605,dhccaifficimfjcpbapjockkipmmlkab,43.0,Critical,34,8,1.5,-0.5,100000,4.183206106870229,131,1,5,Web Accessible Resources
8606,gkodhkbmiflnmkipcmlhhgadebbeijhh,43.0,Critical,23,20,0.0,0.0,777,3.909090909090909,11,2,5,Content Scripts; Web Accessible Resources
8607,ejjcgcillnknldlnjomjockdceikloja,43.0,Critical,2,40,0.0,1.0,181,1.0,1,5,1,Content Scripts
8608,gnkjabhgjnhalhhbldfjdkejplmbbooc,43.0,Critical,22,20,0.0,1.0,18,5.0,0,5,4,Content Scripts; Web Accessible Resources
8609,meimhofclfophnijcbipahnapefphcbb,43.0,Critical,26,16,0.0,1.0,21,5.0,0,3,4,Content Scripts
8610,hbhofchaaflghhonfmmcmbdjmlcfldgm,43.0,Critical,33,10,0.0,0.0,478,4.769230769230769,13,1,5,Content Scripts
8611,ojcnjeigmgjaiolalpapfnmmhdmpjhfb,43.0,Critical,26,16,0.0,1.0,793,4.0,5,2,6,Content Scripts
8612,ddnpdohiipephjpdpohikkamhdikbldp,43.0,Critical,22,20,0.0,1.0,982,5.0,3,2,4,Content Scripts; Web Accessible Resources
8613,ppcmpaldbkcoeiepfbkdahoaepnoacgd,43.0,Critical,34,8,1.0,0.0,10000,4.73469387755102,49,1,5,Content Scripts; Web Accessible Resources
8614,onihkndbaebcgmhgplpjcojcackojbko,43.0,Critical,10,32,0.0,1.0,3,5.0,0,6,2,Content Scripts; Web Accessible Resources
8615,pacpijbnfjpfmiliopdeokdlkdompilj,43.0,Critical,22,20,0.0,1.0,15,5.0,2,2,4,Content Scripts
8616,cnnipakfnojcohgpgikgnndiiajiooja,43.0,Critical,22,20,0.0,1.0,86,5.0,4,2,4,Content Scripts
8617,mhdidjpeopgpmlknlinmkplhbgopjegj,43.0,Critical,23,20,0.0,0.0,508,4.6923076923076925,13,2,4,Content Scripts
8618,phghegndlmoinjnmmehpjfhanmpickno,43.0,Critical,28,14,0.0,1.0,17,5.0,0,2,6,Content Scripts; Web Accessible Resources
8619,bcpialkijhffpgnmgjhjmdeabdbbfmbo,43.0,Critical,12,30,0.0,1.0,31,5.0,7,3,3,Externally Connectable; Content Scripts; Web Accessible Resources
8620,ancgeemepmfnajagdicjmccinmnnclfa,43.0,Critical,12,30,0.0,1.0,112,5.0,0,3,2,Externally Connectable; Content Scripts; Web Accessible Resources
8621,ompogmmmcfgapifeghieaklpblkkoloo,43.0,Critical,22,20,0.5,0.5,6000,2.8,20,2,4,
8622,bcnoaomagfnbfcjmipoadeolbcdklkei,43.0,Critical,10,32,0.0,1.0,193,5.0,1,4,3,Content Scripts; Web Accessible Resources
8623,klmmfppjlommgcepfolfiknhiejndkgf,43.0,Critical,32,10,0.0,1.0,11,5.0,0,1,6,Content Scripts; Web Accessible Resources
8624,dodhmgkanlmnjcniefgkhffdopmhglif,43.0,Critical,22,20,0.0,1.0,140,4.5,4,2,4,Web Accessible Resources
8625,gjglncnkfegjblcaifjgddgpabijcman,43.0,Critical,2,40,0.0,1.0,4,5.0,0,5,1,Content Scripts; Web Accessible Resources
8626,pkiddchnkhbmloliaoijcdafnfmejjea,43.0,Critical,20,22,0.0,1.0,36,5.0,3,3,3,Content Scripts
8627,fcejegonkndhkfeblcbopohbpfhejikd,43.0,Critical,10,32,0.0,1.0,40,5.0,0,6,2,Content Scripts; Web Accessible Resources
8628,bknpfjccnhmmpgomnkdmpgbkdcpekjpb,43.0,Critical,32,10,0.0,1.0,23,5.0,0,1,6,
8629,cjbjooklbedommhdidncehmbalddjehe,43.0,Critical,42,0,0.0,1.0,68,5.0,2,0,8,Content Scripts
8630,kdokcioofhoghcdigmiimacnghfogpkd,43.0,Critical,16,26,0.0,1.0,57,5.0,1,5,2,Content Scripts; Web Accessible Resources
8631,lieclbckelnmnnbgpoabacgheecgamkd,43.0,Critical,32,10,0.0,1.0,67,5.0,4,1,5,Externally Connectable; Content Scripts; Web Accessible Resources
8632,oekkpijcgfafhcjhedjjnpondcopkeni,43.0,Critical,32,10,0.0,1.0,97,5.0,0,1,6,Content Scripts
8633,pdakaomjlbdmohaklihjoeblokanmheo,43.0,Critical,24,18,0.0,1.0,45,5.0,0,3,6,Content Scripts
8634,cohnaclpbdbdjjlaooiagjodolbmjldc,43.0,Critical,22,20,0.0,1.0,34,5.0,0,2,4,Externally Connectable; Content Scripts
8635,hebjaboacandjnlnhocfikmaghgbfjlp,43.0,Critical,32,10,2.0,-1.0,1000000,4.373267326732673,1010,1,5,Content Scripts; Web Accessible Resources
8636,bigbpdgjknmipnbefkahdcokphckcohk,43.0,Critical,38,4,0.0,1.0,9,5.0,1,2,7,
8637,opheegnbkjibpfbceamgbfmodbledagi,43.0,Critical,32,10,0.0,1.0,4,5.0,0,1,6,Content Scripts
8638,ipfmgnpbnkpoldahphdepafpondmadmj,43.0,Critical,10,32,0.0,1.0,12,5.0,0,6,2,Content Scripts; Web Accessible Resources
8639,ahmifcbenomafaodbjmfingempobkhnl,43.0,Critical,10,32,0.0,1.0,151,5.0,1,4,2,
8640,jhakgjgcbkfcfiifmphdmbiinekbalej,43.0,Critical,22,20,0.0,1.0,1,5.0,0,2,4,
8641,dhofkmdnpghcgelilobeoeagknblhnnl,43.0,Critical,40,2,0.0,1.0,20,5.0,1,1,7,
8642,mcdigdkhnpangnkkhgamnfekofkpjmlo,43.0,Critical,26,16,0.0,1.0,16,5.0,0,3,4,Externally Connectable; Content Scripts; Web Accessible Resources
8643,cgialkhigichfkblmccdfdfkjgelobgi,43.0,Critical,2,40,0.0,1.0,2,5.0,0,10,1,Content Scripts
8644,kfgbgpcghenjplklaebdnamgkjglclij,43.0,Critical,22,20,0.0,1.0,0,5.0,0,2,5,
8645,cbajickflblmpjodnjoldpiicfmecmif,43.0,Critical,32,10,0.0,1.0,867,3.4,5,1,6,Content Scripts; Web Accessible Resources
8646,kfjhplbiajjmjiacpljgjjpjennanedc,43.0,Critical,40,2,0.0,1.0,0,5.0,0,1,11,
8647,jdkakialekonfnfdneoanegnlgpiecmi,43.0,Critical,22,20,0.0,1.0,10,5.0,0,3,4,Content Scripts
8648,nonajfcfdpeheinkafjiefpdhfalffof,43.0,Critical,23,20,0.0,0.0,641,4.52,25,2,4,Content Scripts
8649,lfkmnmnhcgpaklhfaaonepfdlfnojmpj,43.0,Critical,22,20,0.0,1.0,17,5.0,3,4,4,
8650,eheabolgahkaiemegedcpfeklmdmmbgb,43.0,Critical,22,20,0.0,1.0,38,5.0,3,2,4,Content Scripts
8651,jmgacjgobknfojonlckhndlamkfcjofm,43.0,Critical,27,14,1.0,1.0,40000,1.3053435114503817,131,2,6,Externally Connectable; Content Scripts; Web Accessible Resources
8652,iggiehifadfpclpfjbgineomhgaeomlf,43.0,Critical,42,0,0.0,1.0,61,5.0,0,0,8,Web Accessible Resources
8653,jgmgecncmjklkabkejnjfgfkglapfgek,43.0,Critical,38,4,1.0,0.0,10000,5.0,11,1,6,Content Scripts; Web Accessible Resources
8654,eddfkoiohkjaehmcmmkachnkdjadicln,43.0,Critical,10,32,0.0,1.0,0,5.0,0,6,2,Content Scripts; Web Accessible Resources
8655,dpcmemcobmpedikdochambbhjmkhfjlp,43.0,Critical,42,0,0.0,1.0,23,5.0,2,0,8,Externally Connectable; Web Accessible Resources
8656,ldaebepnkfockfedaloedoelkjlmpnnl,43.0,Critical,23,20,0.0,0.0,274,4.956521739130435,23,3,3,Externally Connectable; Content Scripts; Web Accessible Resources
8657,kbahdobocllmpoikgcjehehcnpibcjig,43.0,Critical,22,20,0.0,1.0,3,5.0,0,2,4,Content Scripts
8658,mblpddadpjkiohoclgkhdpoiggjhkdoa,43.0,Critical,2,40,0.0,1.0,17,5.0,3,10,1,Content Scripts
8659,fmeplkdnefjobfmmcnoopbdbaghjinah,43.0,Critical,10,32,0.0,1.0,426,5.0,3,4,2,Content Scripts
8660,cgpnchancpfkefblbccccnnogmfhlmnm,43.0,Critical,32,10,0.0,1.0,11,5.0,0,1,4,Content Scripts
8661,ofikjbgdiecaolebbdjigdgllligoadd,43.0,Critical,32,10,0.0,1.0,24,5.0,0,1,5,Content Scripts; Web Accessible Resources
8662,michahbehajbelmfcbijjlkhbpfolage,43.0,Critical,22,20,0.0,1.0,119,5.0,0,2,3,Web Accessible Resources
8663,cnahdmdbhkphpbpbjjbfdnmbphbenglc,43.0,Critical,14,28,0.0,1.0,9,5.0,0,3,3,Content Scripts; Web Accessible Resources
8664,ghjhbbafocjcbiankjbmhngkbojikaii,43.0,Critical,26,16,0.0,1.0,8,5.0,0,3,5,Content Scripts; Web Accessible Resources
8665,dgafcidlgmbcehokgdeghmfnbpbfhihh,43.0,Critical,27,16,0.5,-0.5,9000,4.4338624338624335,189,2,5,Externally Connectable; Content Scripts; Web Accessible Resources
8666,canpneabbfipaelecfibpmmjbdkiaolf,43.0,Critical,32,10,1.0,0.0,40000,4.857142857142857,63,1,7,Content Scripts; Web Accessible Resources
8667,jipimhonlfmehelndpbmbbpipcampbjb,43.0,Critical,22,20,0.0,1.0,49,5.0,1,2,3,
8668,joodfhmldgfiljoipdigbelmoncemfom,43.0,Critical,22,20,0.0,1.0,0,5.0,0,2,4,Content Scripts; Web Accessible Resources
8669,fldmohhnmnjloglcpmclkemepnogaplf,43.0,Critical,22,20,0.5,0.5,6000,2.6923076923076925,13,2,4,Content Scripts; Web Accessible Resources
8670,bglnefbfhdliciaidhcplgnhbjdefbbp,43.0,Critical,22,20,0.0,1.0,7,5.0,0,2,4,Content Scripts
8671,hkhfiakmkogplkkpogilimmjjompbjne,43.0,Critical,42,0,0.0,1.0,0,1.0,2,0,10,Externally Connectable
8672,mbjcbjechpjinkpnggejmhfkhodcdoej,43.0,Critical,14,28,0.0,1.0,75,5.0,0,7,3,Content Scripts; Web Accessible Resources
8673,dkdmpjoenjmbfmkiolekeclfmgcjalbg,43.0,Critical,22,20,0.0,1.0,45,5.0,1,2,4,
8674,okaafikclepnpjlcdbafakiiffbccmkb,43.0,Critical,24,18,0.0,1.0,778,3.75,4,3,4,Content Scripts; Web Accessible Resources
8675,bjdhiccoieljgfekococojhkkmbocekp,43.0,Critical,22,20,0.0,1.0,28,5.0,1,5,6,Externally Connectable; Content Scripts
8676,gkfnofaeicjcggdhfddgcpnigngamppk,43.0,Critical,26,16,0.0,1.0,110,5.0,1,3,6,Content Scripts
8677,clkhibkobgfbolfmgccmlfhjjdckgmah,43.0,Critical,32,10,0.0,1.0,426,5.0,0,1,5,Content Scripts; Web Accessible Resources
8678,jnpnjhacafeofnnfckcldoopodnnbmck,43.0,Critical,22,20,0.0,1.0,2,5.0,0,4,4,
8679,flbmbieocbjkpfncmikpmbmepppdegph,43.0,Critical,32,10,0.0,1.0,142,5.0,0,1,5,Content Scripts
8680,ennchihmggbhimckanmkkdpfhidmglbe,43.0,Critical,8,34,0.0,1.0,19,4.666666666666667,3,9,1,
8681,igaboihelkilmapeiacmhohkleoccfmg,43.0,Critical,18,24,0.0,1.0,20,5.0,0,7,6,Content Scripts; Web Accessible Resources
8682,heajkapboekajadhibjilcdbpkindhpa,43.0,Critical,22,20,0.0,1.0,832,3.0,2,2,4,Web Accessible Resources
8683,mdfmdejjpacdlljplloanggaickcpccf,43.0,Critical,22,20,0.0,1.0,93,3.0,2,5,6,Externally Connectable; Content Scripts
8684,ebepkbpofpghkdpldfmbahhekmfijajg,43.0,Critical,12,30,0.0,1.0,6,5.0,2,3,4,Content Scripts; Web Accessible Resources
8685,hdmpoglhdchngeiefpiaiilfeicjjfap,43.0,Critical,22,20,0.0,1.0,57,5.0,1,2,4,Content Scripts; Web Accessible Resources
8686,madkhmlehoekkgblgilleohknceekjhe,43.0,Critical,26,16,0.0,1.0,375,4.75,8,2,4,Content Scripts; Web Accessible Resources
8687,hpdkiegodjfpfgbciljalfjgfpcfbfhl,43.0,Critical,24,18,0.0,1.0,72,5.0,0,3,4,Web Accessible Resources
8688,nhcgbipdoajmclhnkcjeehihpjchjnen,43.0,Critical,32,10,0.0,1.0,0,5.0,0,1,4,Content Scripts
8689,peppchmkanmbabgfgoaaaopffhcgkaap,43.0,Critical,10,32,0.0,1.0,1,5.0,0,6,2,Content Scripts; Web Accessible Resources
8690,bdehkmgfjppeagefkipigfmlnginebkd,43.0,Critical,22,20,0.0,1.0,8,5.0,1,4,4,Externally Connectable; Web Accessible Resources
8691,apcoooionicnlmcbkobkifpeifoeamme,43.0,Critical,18,24,0.0,1.0,31,5.0,2,5,3,Content Scripts
8692,egklnjcmacomlnmkomckjmneggbliacj,43.0,Critical,28,14,0.0,1.0,47,4.5,2,3,6,Externally Connectable; Content Scripts; Web Accessible Resources
